-3.6677566,18.627157,-1.315683,0
-4.648705,-10.110995,-2.7796938,1
-5.1587205,-2.1404254,9.244484,2
6.5682435,5.7796125,7.650044,3
-1.4608517,-12.592502,-11.110564,4
9.775896,8.382354,1.7515348,5
-13.528008,-2.1089013,-0.7261926,6
11.297267,-11.988227,0.68674195,7
-0.13071029,-2.083276,6.132389,8
6.512316,4.188303,0.61726743,9
-4.227244,21.302172,-3.1757898,0
-1.4801502,-9.096027,-5.3052917,1
-6.1163816,2.901576,16.789223,2
9.002924,2.3072395,11.24444,3
1.6737465,-13.143507,-10.336321,4
-0.03479741,1.9654623,-14.813385,5
-16.061533,0.46466458,1.5198034,6
15.26086,-7.011876,-1.7675744,7
2.4137604,-7.463999,5.978943,8
8.779406,10.730059,2.4122145,9
-9.655599,16.533783,-2.3369591,0
-2.7736294,-7.4306846,-5.8133535,1
-5.3300567,0.40018424,16.349106,2
11.184188,0.44696757,12.353253,3
-0.9490748,-12.458204,-9.433441,4
-2.8908396,0.202572,-15.813609,5
-13.610768,-2.697159,-1.2254295,6
14.531756,-9.611857,-4.304845,7
0.05830972,-5.4122925,6.7052,8
9.011793,10.110756,2.3048499,9
-4.747401,15.584731,-3.9906876,0
8.620991,11.033482,2.2340577,9
1.5203364,5.2895036,-13.67089,5
2.5696948,1.348629,-13.292586,5
-14.512357,0.13162352,1.6624361,6
2.6621957,1.2947465,-13.274907,5
-8.863733,15.853273,-3.9303842,0
5.450444,7.070207,4.64615,9
2.719691,-8.786866,4.4174323,8
9.50544,10.627718,-1.8670218,9
0.7344563,-5.8957515,6.803801,8
2.2918887,-13.845855,-10.319838,4
-2.698983,-8.349389,-4.2667923,1
15.076419,-9.034917,-3.4602766,7
11.827452,-11.630512,1.3217329,7
7.684148,2.67425,13.750776,3
2.5357773,0.3655648,-13.494917,5
-4.0001464,-7.882533,-4.7026634,1
-4.018948,22.480446,-1.0751653,0
-8.538253,18.756105,1.573657,0
-5.0602016,-1.5425632,10.362164,2
-5.920689,-1.7486484,9.347201,2
13.853137,-9.436878,-3.1150353,7
-1.0607575,-6.323386,5.0816255,8
-6.05298,-1.6989596,9.207736,2
-10.627406,16.1813,-2.4058862,0
-3.4824264,-7.3280954,-4.7908945,1
-5.316163,-2.1124694,9.244887,2
-14.19018,-2.0118792,-1.7276158,6
7.960341,0.60199195,11.037404,3
7.8822126,2.3549902,13.5191765,3
15.360917,-7.449035,-1.9058057,7
8.645011,1.9310685,13.469343,3
8.296932,0.12414842,12.506877,3
0.062605694,-14.106691,-10.822432,4
-16.172447,0.5199165,-0.84245837,6
-14.266167,-2.0842822,-1.1624835,6
-17.191675,-2.4585412,-4.4022207,6
5.653423,-12.979559,-11.943647,4
7.700838,-8.593113,3.7915156,9
-4.7772613,-7.99919,-4.8207793,1
1.3919803,5.8997126,-14.686298,5
-10.827443,17.313396,-1.7973783,0
9.3881445,9.277207,1.8714278,9
-2.2779043,3.8328302,-11.169115,5
-6.220443,-1.8694206,9.095907,2
0.9435436,-6.7480392,2.8908026,8
-6.5432415,-1.839264,8.8999605,2
-8.288301,21.14971,1.4877503,0
-8.022349,19.615211,-0.5439986,0
-3.5639653,-7.0088873,-4.4152055,1
13.352657,-10.049941,-0.044400234,7
-13.907005,-2.301717,-0.8869205,6
9.570141,0.45333037,13.582166,3
-7.8264003,-2.4929307,18.833008,2
-3.6395314,-8.967006,-3.6567938,1
14.845271,-8.017117,-4.807274,7
4.418481,-12.765246,-7.202033,4
-13.924146,-0.84322286,-0.012222011,6
9.088304,1.5869639,13.233782,3
-2.6607218,-8.442865,-4.140999,1
8.912238,-0.45995897,12.238904,3
11.238651,9.67773,-1.6326858,9
-4.607332,-9.979735,-2.9037871,1
14.528542,-5.7966795,-0.1476394,7
-12.2728195,-3.0213344,-0.35787013,6
1.67199,-8.35833,4.7143006,8
-0.43248287,-12.9482355,-9.836409,4
8.868095,-0.25786746,12.95421,3
-7.382855,-9.905372,1.7035596,1
-0.72394526,-12.898963,-10.066678,4
-11.056797,17.392801,-0.13542907,0
-1.8574558,3.9612095,-12.554083,5
8.41246,-4.3999553,8.758452,3
-11.806468,-2.3429239,-2.5372486,6
8.886737,11.145502,0.98099506,9
-13.0100155,-2.3838277,0.76932985,6
-1.249515,-7.915381,-4.396981,1
15.283924,-8.279779,-2.853032,7
-2.128946,1.3328735,-15.171004,5
6.481053,-14.011985,-11.47359,4
5.4523954,-13.470011,-11.596567,4
14.249518,-8.719757,-0.2933858,7
-4.5903025,-0.32974416,14.566239,2
-0.3673142,-5.616503,3.6871576,8
-5.387922,-1.5684693,10.007524,2
-4.999191,-1.4544274,10.563184,2
0.2843958,0.73243564,-16.53399,5
13.488757,-8.244358,-1.2347903,7
7.6609707,11.599703,1.1195285,9
3.155727,1.2176069,-13.030946,5
4.468661,-12.8623705,-7.3603773,4
1.4352255,-7.1804967,7.602282,8
-1.4960455,-4.38434,7.2076807,8
2.6166072,-14.009518,-10.55592,4
10.984909,5.578361,0.20112596,9
-10.730823,16.911385,-1.6363232,0
2.7462854,-9.036943,4.250542,8
11.304105,7.5783215,-3.1100082,9
-6.1421704,-10.093706,-0.36974797,8
-6.5245433,18.076328,0.6808453,0
-0.7941289,-5.3515825,-5.4058533,1
-6.7283564,-3.2456167,17.591831,2
10.015509,-0.6395698,13.447915,3
0.7056245,-13.467437,-4.6082706,4
-0.6522611,-0.0041238666,-16.881678,5
-15.086167,0.4442552,-5.177306,6
15.309565,-6.828901,1.1901425,7
0.6249702,-4.0074596,6.023085,8
8.503829,9.967444,0.5378522,9
-8.816269,17.989265,-3.0491369,0
-0.9698133,-7.555361,-4.7932825,1
-5.563671,-4.371855,17.205978,2
9.173257,2.1012278,13.597949,3
-0.05651828,-14.085715,-4.474526,4
1.1777742,1.5548218,-15.945768,5
-14.412066,2.688149,0.11791187,6
15.628365,-6.899058,1.4484571,7
